sentence,relation
RESULTS: Relative to cholesterol-treated animals not receiving SCSE  SCSE-treated animals exhibited significantly improved cardiac function and improved peak early diastolic velocity to peak atrial velocity ratio (E'/A') along with decreased atherosclerotic plaque formation and infarct size. ,Negative
RESULTS: Relative to cholesterol-treated animals not receiving SCSE SCSE -treated animals exhibited significantly improved cardiac function and improved peak early diastolic velocity to peak atrial velocity ratio (E'/A') along with decreased atherosclerotic plaque formation and infarct size. ,Negative
RESULTS: Relative to cholesterol-treated animals not receiving SCSE SCSE -treated animals exhibited significantly improved cardiac function and improved peak early diastolic velocity to peak atrial velocity ratio (E'/A') along with decreased atherosclerotic plaque formation and infarct size. ,Negative
CONCLUSIONS: This study demonstrates SCSE cardioprotective effects on hypercholesterolemic hearts . ,Treatment_of_disease
 Coffee consumption delays the hepatitis and suppresses the inflammation related gene expression in the Long-Evans Cinnamon rat. ,Treatment_of_disease
 Coffee consumption delays the hepatitis and suppresses the inflammation related gene expression in the Long-Evans Cinnamon rat. ,Treatment_of_disease
BACKGROUND AND AIMS: Large-scale epidemiological studies have shown that drinking more than two cups of coffee per day reduces the risks of hepatitis and liver cancer. ,Treatment_of_disease
BACKGROUND AND AIMS: Large-scale epidemiological studies have shown that drinking more than two cups of coffee per day reduces the risks of hepatitis and liver cancer . ,Treatment_of_disease
However the heterogeneity of the human genome requires studies of experimental animal models with defined genetic backgrounds to evaluate the coffee effects on liver diseases . ,Treatment_of_disease
RESULTS: Coffee administration for 25 weeks delayed the occurrence of hepatitis by two weeks significantly improved survival reduced the expression of inflammatory cytokines and reduced the incidence of small pre-neoplastic liver foci in LEC rats. ,Treatment_of_disease
These findings indicate that drinking coffee potentially prevents hepatitis and liver carcinogenesis through its anti-inflammatory effects. ,Treatment_of_disease
These findings indicate that drinking coffee potentially prevents hepatitis and liver carcinogenesis through its anti-inflammatory effects. ,Treatment_of_disease
CONCLUSION: This study showed the efficacy of coffee in the prevention of hepatitis and liver carcinogenesis in the LEC model. ,Treatment_of_disease
CONCLUSION: This study showed the efficacy of coffee in the prevention of hepatitis and liver carcinogenesis in the LEC model. ,Treatment_of_disease
 Tobacco -related cancer mortality: projections for different geographical regions in Switzerland. ,Cause_of_disease
This study aimed to project gender-specific tobacco -related cancer mortality in Switzerland at different geographical levels for the periods 2009-2013 and 2014-2018. ,Cause_of_disease
METHODS: In this analysis data on Swiss tobacco -related cancer mortality from 1984 until 2008 were used. ,Cause_of_disease
Bayesian age-period-cohort models were formulated to assess past trends of gender-specific tobacco -related cancer mortality and to project them up to 2018 at cantonal and language region levels. ,Cause_of_disease
RESULTS: Model-based estimates at cantonal level identified regions with low and high tobacco -related cancer mortality rates for the observed and projected periods. ,Cause_of_disease
The gap in tobacco -related cancer mortality rates between younger and older males seems to be shrinking. ,Cause_of_disease
CONCLUSION: Our findings indicate region- sex- and age-related differences in tobacco -related cancer mortality in Switzerland and this could be useful for healthcare planning and for evaluating the impact of canton-specific tobacco-related policies and interventions. ,Cause_of_disease
CONCLUSION: Our findings indicate region- sex- and age-related differences in tobacco-related cancer mortality in Switzerland and this could be useful for healthcare planning and for evaluating the impact of canton-specific tobacco -related policies and interventions. ,Negative
Gliadin from wheat is a common food allergen that can induce baker's asthma wheat-dependent exercise-induced anaphylaxis  atopic dermatitis and celiac disease. ,Cause_of_disease
Gliadin from wheat is a common food allergen that can induce baker's asthma wheat-dependent exercise-induced anaphylaxis atopic dermatitis  and celiac disease. ,Cause_of_disease
Gliadin from wheat is a common food allergen that can induce baker's asthma wheat-dependent exercise-induced anaphylaxis atopic dermatitis and celiac disease . ,Cause_of_disease
Gliadin from wheat is a common food allergen that can induce baker's asthma  wheat-dependent exercise-induced anaphylaxis atopic dermatitis and celiac disease. ,Cause_of_disease
Gliadin from wheat is a common food allergen that can induce baker's asthma wheat -dependent exercise-induced anaphylaxis  atopic dermatitis and celiac disease. ,Cause_of_disease
Gliadin from wheat is a common food allergen that can induce baker's asthma wheat -dependent exercise-induced anaphylaxis atopic dermatitis  and celiac disease. ,Cause_of_disease
Gliadin from wheat is a common food allergen that can induce baker's asthma wheat -dependent exercise-induced anaphylaxis atopic dermatitis and celiac disease . ,Cause_of_disease
Gliadin from wheat is a common food allergen that can induce baker's asthma  wheat -dependent exercise-induced anaphylaxis atopic dermatitis and celiac disease. ,Cause_of_disease
The increased risk is mainly expected to be observed in tobacco -related tumours among women and in colorectal and liver cancers among men. ,Cause_of_disease
The increased risk is mainly expected to be observed in tobacco -related tumours among women and in colorectal and liver cancers among men. ,Negative
The increased risk is mainly expected to be observed in tobacco -related tumours among women and in colorectal and liver cancers among men. ,Negative
CONCLUSION: The expected increase of cancer incidence mainly due to tobacco -related tumours in women and colorectal in men reinforces the need to strengthen smoking prevention and the expansion of early detection of colorectal cancer in Catalonia. ,Negative
CONCLUSION: The expected increase of cancer incidence mainly due to tobacco -related tumours in women and colorectal in men reinforces the need to strengthen smoking prevention and the expansion of early detection of colorectal cancer in Catalonia. ,Cause_of_disease
CONCLUSION: The expected increase of cancer incidence mainly due to tobacco -related tumours in women and colorectal in men reinforces the need to strengthen smoking prevention and the expansion of early detection of colorectal cancer in Catalonia. ,Negative
Many epidemiological studies have indicated that coffee consumption may reduce the risks of developing obesity and diabetes but the underlying mechanisms of these effects are poorly understood. ,Treatment_of_disease
Many epidemiological studies have indicated that coffee consumption may reduce the risks of developing obesity and diabetes  but the underlying mechanisms of these effects are poorly understood. ,Treatment_of_disease
